name,owner,description,html_url,readme_url
WaveFunctionCollapse,mxgmn,Bitmap & tilemap generation from a single example with the help of ideas from quantum mechanics,https://github.com/mxgmn/WaveFunctionCollapse,https://github.com/mxgmn/WaveFunctionCollapse/blob/master/README.md
QuantumultX,w37fhy,同步和更新大佬脚本库，更新懒人配置,https://github.com/w37fhy/QuantumultX,https://github.com/w37fhy/QuantumultX/blob/master/README.md
deepchem,deepchem,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology",https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem/blob/master/README.md
qiskit,Qiskit,"Qiskit is an open-source SDK for working with quantum computers at the level of extended quantum circuits, operators, and primitives.",https://github.com/Qiskit/qiskit,https://github.com/Qiskit/qiskit/blob/main/README.md
qiskit,Qiskit,"Qiskit is an open-source SDK for working with quantum computers at the level of extended quantum circuits, operators, and primitives.",https://github.com/Qiskit/qiskit,https://github.com/Qiskit/qiskit/blob/master/README.md
QuantumKatas,microsoft,Tutorials and programming exercises for learning Q# and quantum computing,https://github.com/microsoft/QuantumKatas,https://github.com/microsoft/QuantumKatas/blob/main/README.md
QuantumKatas,microsoft,Tutorials and programming exercises for learning Q# and quantum computing,https://github.com/microsoft/QuantumKatas,https://github.com/microsoft/QuantumKatas/blob/master/README.md
Cirq,quantumlib,"A python framework for creating, editing, and invoking Noisy Intermediate Scale Quantum (NISQ) circuits.",https://github.com/quantumlib/Cirq,https://github.com/quantumlib/Cirq/blob/main/README.rst
Cirq,quantumlib,"A python framework for creating, editing, and invoking Noisy Intermediate Scale Quantum (NISQ) circuits.",https://github.com/quantumlib/Cirq,https://github.com/quantumlib/Cirq/blob/master/README.rst
QuantumultX,Orz-3,,https://github.com/Orz-3/QuantumultX,https://github.com/Orz-3/QuantumultX/blob/master/README.md
Quantum,microsoft,Microsoft Quantum Development Kit Samples,https://github.com/microsoft/Quantum,https://github.com/microsoft/Quantum/blob/main/README.md
Quantum,microsoft,Microsoft Quantum Development Kit Samples,https://github.com/microsoft/Quantum,https://github.com/microsoft/Quantum/blob/master/README.md
qiskit-metapackage,Qiskit,"Qiskit is an open-source SDK for working with quantum computers at the level of circuits, algorithms, and application modules.",https://github.com/Qiskit/qiskit-metapackage,https://github.com/Qiskit/qiskit-metapackage/blob/master/README.md
Rules-For-Quantumult-X,sve1r,"适用于 Quantumult X 规则整理集合. 所有内容源自 互联网,仅作为收集和整理 ",https://github.com/sve1r/Rules-For-Quantumult-X,https://github.com/sve1r/Rules-For-Quantumult-X/blob/main/README.md
QuantumultX,KOP-XIAO,,https://github.com/KOP-XIAO/QuantumultX,https://github.com/KOP-XIAO/QuantumultX/blob/master/README.md
awesome-quantum-machine-learning,krishnakumarsekar,"Here you can get all the Quantum Machine learning Basics, Algorithms ,Study Materials ,Projects and the descriptions of the projects around the web",https://github.com/krishnakumarsekar/awesome-quantum-machine-learning,https://github.com/krishnakumarsekar/awesome-quantum-machine-learning/blob/master/README.md
Quantumult-X,crossutility,,https://github.com/crossutility/Quantumult-X,https://github.com/crossutility/Quantumult-X/blob/master/README.md
awesome-quantum-computing,desireevl,A curated list of awesome quantum computing learning and developing resources.,https://github.com/desireevl/awesome-quantum-computing,https://github.com/desireevl/awesome-quantum-computing/blob/master/README.md
quantum-core,quantum-elixir,:watch: Cron-like job scheduler for Elixir,https://github.com/quantum-elixir/quantum-core,https://github.com/quantum-elixir/quantum-core/blob/main/README.md
quantum-core,quantum-elixir,:watch: Cron-like job scheduler for Elixir,https://github.com/quantum-elixir/quantum-core,https://github.com/quantum-elixir/quantum-core/blob/master/README.md
qiskit-tutorials,Qiskit,A collection of Jupyter notebooks showing how to use the Qiskit SDK,https://github.com/Qiskit/qiskit-tutorials,https://github.com/Qiskit/qiskit-tutorials/blob/master/README.md
QuantumultX-Rewrite,deezertidal,QuantumultX QX quantumult 圈X quanx 重写 脚本 rewrite 规则 分流 破解 解锁,https://github.com/deezertidal/QuantumultX-Rewrite,https://github.com/deezertidal/QuantumultX-Rewrite/blob/master/README.md
pennylane,PennyLaneAI,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry. Train a quantum computer the same way as a neural network.",https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane/blob/master/README.md
QuantumultX,kjfx,Quantumult X 新手入门教程,https://github.com/kjfx/QuantumultX,https://github.com/kjfx/QuantumultX/blob/main/README.md
QuantumultX,kjfx,Quantumult X 新手入门教程,https://github.com/kjfx/QuantumultX,https://github.com/kjfx/QuantumultX/blob/master/README.md
quantum,tensorflow,Hybrid Quantum-Classical Machine Learning in TensorFlow,https://github.com/tensorflow/quantum,https://github.com/tensorflow/quantum/blob/master/README.md
rule_for_quantumultX,zqzess,自用Surge等代理app规则与配置，自用js脚本，爬虫每周自动更新规则,https://github.com/zqzess/rule_for_quantumultX,https://github.com/zqzess/rule_for_quantumultX/blob/main/README.md
rule_for_quantumultX,zqzess,自用Surge等代理app规则与配置，自用js脚本，爬虫每周自动更新规则,https://github.com/zqzess/rule_for_quantumultX,https://github.com/zqzess/rule_for_quantumultX/blob/master/README.md
rule_for_quantumultX,zqzess,自用Surge等代理app规则与配置，自用js脚本，爬虫每周自动更新规则,https://github.com/zqzess/rule_for_quantumultX,https://github.com/zqzess/rule_for_quantumultX/blob/master/README_old.md
liboqs,open-quantum-safe,C library for prototyping and experimenting with quantum-resistant cryptography,https://github.com/open-quantum-safe/liboqs,https://github.com/open-quantum-safe/liboqs/blob/main/README.md
liboqs,open-quantum-safe,C library for prototyping and experimenting with quantum-resistant cryptography,https://github.com/open-quantum-safe/liboqs,https://github.com/open-quantum-safe/liboqs/blob/master/README.md
qutip,qutip,QuTiP: Quantum Toolbox in Python,https://github.com/qutip/qutip,https://github.com/qutip/qutip/blob/master/README.md
Enterprise,joaomilho,� The Enterprise™ programming language,https://github.com/joaomilho/Enterprise,https://github.com/joaomilho/Enterprise/blob/master/README.md
OpenFermion,quantumlib,The electronic structure package for quantum computers.,https://github.com/quantumlib/OpenFermion,https://github.com/quantumlib/OpenFermion/blob/master/README.rst
pyquil,rigetti,A Python library for quantum programming using Quil.,https://github.com/rigetti/pyquil,https://github.com/rigetti/pyquil/blob/master/README.md
awesome-quantum-software,qosf,Curated list of open-source quantum software projects.,https://github.com/qosf/awesome-quantum-software,https://github.com/qosf/awesome-quantum-software/blob/master/README.md
torchquantum,mit-han-lab,"A PyTorch-based framework for Quantum Classical Simulation, Quantum Machine Learning, Quantum Neural Networks, Parameterized Quantum Circuits with support for easy deployments on real quantum computers.",https://github.com/mit-han-lab/torchquantum,https://github.com/mit-han-lab/torchquantum/blob/main/README.md
torchquantum,mit-han-lab,"A PyTorch-based framework for Quantum Classical Simulation, Quantum Machine Learning, Quantum Neural Networks, Parameterized Quantum Circuits with support for easy deployments on real quantum computers.",https://github.com/mit-han-lab/torchquantum,https://github.com/mit-han-lab/torchquantum/blob/master/README.md
openqasm,openqasm,Quantum assembly language for extended quantum circuits,https://github.com/openqasm/openqasm,https://github.com/openqasm/openqasm/blob/main/README.md
openqasm,openqasm,Quantum assembly language for extended quantum circuits,https://github.com/openqasm/openqasm,https://github.com/openqasm/openqasm/blob/master/README.md
QPanda-2,OriginQ,"QPanda 2 is an open source quantum computing framework developed by  OriginQC that can be used to build, run, and optimize quantum algorithms. ",https://github.com/OriginQ/QPanda-2,https://github.com/OriginQ/QPanda-2/blob/master/README(CN).md
QPanda-2,OriginQ,"QPanda 2 is an open source quantum computing framework developed by  OriginQC that can be used to build, run, and optimize quantum algorithms. ",https://github.com/OriginQ/QPanda-2,https://github.com/OriginQ/QPanda-2/blob/master/README.md
rosenpass,rosenpass,Rosenpass is a post-quantum-secure VPN that uses WireGuard to transport the actual data. ,https://github.com/rosenpass/rosenpass,https://github.com/rosenpass/rosenpass/blob/main/readme.md
rosenpass,rosenpass,Rosenpass is a post-quantum-secure VPN that uses WireGuard to transport the actual data. ,https://github.com/rosenpass/rosenpass,https://github.com/rosenpass/rosenpass/blob/master/readme.md
QuantumultX,yqc007,Some cracked JavaScript rewrite scripts constantly updated and maintained by Hausd0rff,https://github.com/yqc007/QuantumultX,https://github.com/yqc007/QuantumultX/blob/master/README.md
psi4,psi4,Open-Source Quantum Chemistry – an electronic structure package in C++ driven by Python,https://github.com/psi4/psi4,https://github.com/psi4/psi4/blob/master/README.md
qiskit-textbook,qiskit-community,A university quantum algorithms/computation course supplement based on Qiskit,https://github.com/qiskit-community/qiskit-textbook,https://github.com/qiskit-community/qiskit-textbook/blob/master/README.md
Yao.jl,QuantumBFS,"Extensible, Efficient Quantum Algorithm Design for Humans.",https://github.com/QuantumBFS/Yao.jl,https://github.com/QuantumBFS/Yao.jl/blob/master/README.md
Quirk,Strilanc,A drag-and-drop quantum circuit simulator that runs in your browser. A toy for exploring and understanding small quantum circuits.,https://github.com/Strilanc/Quirk,https://github.com/Strilanc/Quirk/blob/master/README.md
ProjectQ,ProjectQ-Framework,ProjectQ: An open source software framework for quantum computing,https://github.com/ProjectQ-Framework/ProjectQ,https://github.com/ProjectQ-Framework/ProjectQ/blob/master/README.rst
Quantumult_X,evilbutcher,"一些有意思的脚本 Scripts for Quantumult X, Loon, Surge",https://github.com/evilbutcher/Quantumult_X,https://github.com/evilbutcher/Quantumult_X/blob/master/README.md
Quantumult_X,evilbutcher,"一些有意思的脚本 Scripts for Quantumult X, Loon, Surge",https://github.com/evilbutcher/Quantumult_X,https://github.com/evilbutcher/Quantumult_X/blob/master/README_EN.md
Quantumult-X,89996462,,https://github.com/89996462/Quantumult-X,https://github.com/89996462/Quantumult-X/blob/main/README.md
Quantumult-X,89996462,,https://github.com/89996462/Quantumult-X,https://github.com/89996462/Quantumult-X/blob/master/README.md
qmsolve,quantum-visualizations,⚛️ A module for solving and visualizing the Schrödinger equation.,https://github.com/quantum-visualizations/qmsolve,https://github.com/quantum-visualizations/qmsolve/blob/main/README.md
qmsolve,quantum-visualizations,⚛️ A module for solving and visualizing the Schrödinger equation.,https://github.com/quantum-visualizations/qmsolve,https://github.com/quantum-visualizations/qmsolve/blob/master/README.md
cp2k,cp2k,Quantum chemistry and solid state physics software package,https://github.com/cp2k/cp2k,https://github.com/cp2k/cp2k/blob/master/README.md
quantumcomputingbook,JackHidary,Companion site for the textbook Quantum Computing: An Applied Approach,https://github.com/JackHidary/quantumcomputingbook,https://github.com/JackHidary/quantumcomputingbook/blob/master/README.md
strawberryfields,XanaduAI,"Strawberry Fields is a full-stack Python library for designing, simulating, and optimizing continuous variable (CV) quantum optical circuits.",https://github.com/XanaduAI/strawberryfields,https://github.com/XanaduAI/strawberryfields/blob/master/README.md
covalent,AgnostiqHQ,Pythonic tool for orchestrating machine-learning/high performance/quantum-computing workflows in heterogeneous compute environments.,https://github.com/AgnostiqHQ/covalent,https://github.com/AgnostiqHQ/covalent/blob/master/README.md
qsharp-compiler,microsoft,"Q# compiler, command line tool, and Q# language server",https://github.com/microsoft/qsharp-compiler,https://github.com/microsoft/qsharp-compiler/blob/main/README.md
qsharp-compiler,microsoft,"Q# compiler, command line tool, and Q# language server",https://github.com/microsoft/qsharp-compiler,https://github.com/microsoft/qsharp-compiler/blob/master/README.md
qiskit-community-tutorials,qiskit-community,A collection of Jupyter notebooks developed by the community showing how to use Qiskit,https://github.com/qiskit-community/qiskit-community-tutorials,https://github.com/qiskit-community/qiskit-community-tutorials/blob/master/README.md
qiskit-machine-learning,qiskit-community,Quantum Machine Learning,https://github.com/qiskit-community/qiskit-machine-learning,https://github.com/qiskit-community/qiskit-machine-learning/blob/main/README.md
qiskit-machine-learning,qiskit-community,Quantum Machine Learning,https://github.com/qiskit-community/qiskit-machine-learning,https://github.com/qiskit-community/qiskit-machine-learning/blob/master/README.md
TextClassificationBenchmark,FreedomIntelligence,A Benchmark of Text Classification in PyTorch,https://github.com/FreedomIntelligence/TextClassificationBenchmark,https://github.com/FreedomIntelligence/TextClassificationBenchmark/blob/master/README.md
quantum,bloomberg,Powerful multi-threaded coroutine dispatcher and parallel execution engine,https://github.com/bloomberg/quantum,https://github.com/bloomberg/quantum/blob/master/README.md
QuantumultX,yangtingxiao,脚本，自用,https://github.com/yangtingxiao/QuantumultX,https://github.com/yangtingxiao/QuantumultX/blob/master/README.md
Quantum,PaddlePaddle,,https://github.com/PaddlePaddle/Quantum,https://github.com/PaddlePaddle/Quantum/blob/master/README.md
Quantum,PaddlePaddle,,https://github.com/PaddlePaddle/Quantum,https://github.com/PaddlePaddle/Quantum/blob/master/README_CN.md
q-e,QEF,Mirror of the Quantum ESPRESSO repository. Please do not post Issues or pull requests here. Use gitlab.com/QEF/q-e instead.,https://github.com/QEF/q-e,https://github.com/QEF/q-e/blob/master/README.md
q-e,QEF,Mirror of the Quantum ESPRESSO repository. Please do not post Issues or pull requests here. Use gitlab.com/QEF/q-e instead.,https://github.com/QEF/q-e,https://github.com/QEF/q-e/blob/master/README_GPU.md
QuantumLibraries,microsoft,Q# libraries for the Quantum Development Kit,https://github.com/microsoft/QuantumLibraries,https://github.com/microsoft/QuantumLibraries/blob/main/README.md
QuantumLibraries,microsoft,Q# libraries for the Quantum Development Kit,https://github.com/microsoft/QuantumLibraries,https://github.com/microsoft/QuantumLibraries/blob/master/README.md
QuantumultX,guardiora,一个整理各种大佬的圈X脚本~,https://github.com/guardiora/QuantumultX,https://github.com/guardiora/QuantumultX/blob/master/README.md
QuantumOptics.jl,qojulia,Library for the numerical simulation of closed as well as open quantum systems.,https://github.com/qojulia/QuantumOptics.jl,https://github.com/qojulia/QuantumOptics.jl/blob/master/README.md
qpp,softwareQinc,Modern C++ quantum computing library,https://github.com/softwareQinc/qpp,https://github.com/softwareQinc/qpp/blob/main/README.md
qpp,softwareQinc,Modern C++ quantum computing library,https://github.com/softwareQinc/qpp,https://github.com/softwareQinc/qpp/blob/master/README.md
firefox-extension,foxyproxy,FoxyProxy for Firefox extension beginning with Firefox 57 (Quantum),https://github.com/foxyproxy/firefox-extension,https://github.com/foxyproxy/firefox-extension/blob/master/README.md
PQClean,PQClean,"Clean, portable, tested implementations of post-quantum cryptography",https://github.com/PQClean/PQClean,https://github.com/PQClean/PQClean/blob/master/README.md
netket,netket,Machine learning algorithms for many-body quantum systems ,https://github.com/netket/netket,https://github.com/netket/netket/blob/master/README.md
qml,PennyLaneAI,"Introductions to key concepts in quantum programming, as well as tutorials and implementations from cutting-edge quantum computing research.",https://github.com/PennyLaneAI/qml,https://github.com/PennyLaneAI/qml/blob/master/README.md
QuantumultX,id77,QuantumultX 自用配置,https://github.com/id77/QuantumultX,https://github.com/id77/QuantumultX/blob/master/README.md
amazon-braket-examples,amazon-braket,Example notebooks that show how to apply quantum computing with Amazon Braket.,https://github.com/amazon-braket/amazon-braket-examples,https://github.com/amazon-braket/amazon-braket-examples/blob/main/README.md
amazon-braket-examples,amazon-braket,Example notebooks that show how to apply quantum computing with Amazon Braket.,https://github.com/amazon-braket/amazon-braket-examples,https://github.com/amazon-braket/amazon-braket-examples/blob/master/README.md
entanglion,Entanglion,The world's first open source quantum computing board game,https://github.com/Entanglion/entanglion,https://github.com/Entanglion/entanglion/blob/main/README.md
entanglion,Entanglion,The world's first open source quantum computing board game,https://github.com/Entanglion/entanglion,https://github.com/Entanglion/entanglion/blob/master/README.md
qiskit-aer,Qiskit,Aer is a high performance simulator for quantum circuits that includes noise models,https://github.com/Qiskit/qiskit-aer,https://github.com/Qiskit/qiskit-aer/blob/main/README.md
qiskit-aer,Qiskit,Aer is a high performance simulator for quantum circuits that includes noise models,https://github.com/Qiskit/qiskit-aer,https://github.com/Qiskit/qiskit-aer/blob/master/README.md
next-ecommerce,RafaelGoulartB,:zap: Quantum Ecommerce. Made with Next.js | GraphQL | Apollo Server | Apollo Client | SSR,https://github.com/RafaelGoulartB/next-ecommerce,https://github.com/RafaelGoulartB/next-ecommerce/blob/master/README-pt.md
next-ecommerce,RafaelGoulartB,:zap: Quantum Ecommerce. Made with Next.js | GraphQL | Apollo Server | Apollo Client | SSR,https://github.com/RafaelGoulartB/next-ecommerce,https://github.com/RafaelGoulartB/next-ecommerce/blob/master/README.md
quimb,jcmgray,A python library for quantum information and many-body calculations including tensor networks.,https://github.com/jcmgray/quimb,https://github.com/jcmgray/quimb/blob/main/README.md
quimb,jcmgray,A python library for quantum information and many-body calculations including tensor networks.,https://github.com/jcmgray/quimb,https://github.com/jcmgray/quimb/blob/master/README.md
qcgpu,libtangle,High Performance Tools for Quantum Computing,https://github.com/libtangle/qcgpu,https://github.com/libtangle/qcgpu/blob/master/README.md
lambeq,CQCL,A high-level Python library for Quantum Natural Language Processing,https://github.com/CQCL/lambeq,https://github.com/CQCL/lambeq/blob/main/README.md
lambeq,CQCL,A high-level Python library for Quantum Natural Language Processing,https://github.com/CQCL/lambeq,https://github.com/CQCL/lambeq/blob/master/README.md
gdsfactory,gdsfactory,"python library to design chips (Photonics, Analog, Quantum, MEMs, ...), objects for 3D printing or PCBs.",https://github.com/gdsfactory/gdsfactory,https://github.com/gdsfactory/gdsfactory/blob/main/README.md
gdsfactory,gdsfactory,"python library to design chips (Photonics, Analog, Quantum, MEMs, ...), objects for 3D printing or PCBs.",https://github.com/gdsfactory/gdsfactory,https://github.com/gdsfactory/gdsfactory/blob/master/README.md
qsim,quantumlib,Schrödinger and Schrödinger-Feynman simulators for quantum circuits.,https://github.com/quantumlib/qsim,https://github.com/quantumlib/qsim/blob/master/README.md
QRL,theQRL,Quantum Resistant Ledger ,https://github.com/theQRL/QRL,https://github.com/theQRL/QRL/blob/master/README.md
artiq,m-labs,A leading-edge control system for quantum information experiments,https://github.com/m-labs/artiq,https://github.com/m-labs/artiq/blob/master/README.rst
qulacs,qulacs,Variational Quantum Circuit Simulator for Quantum Computation Research,https://github.com/qulacs/qulacs,https://github.com/qulacs/qulacs/blob/main/README.md
qulacs,qulacs,Variational Quantum Circuit Simulator for Quantum Computation Research,https://github.com/qulacs/qulacs,https://github.com/qulacs/qulacs/blob/main/README_MPI.md
qulacs,qulacs,Variational Quantum Circuit Simulator for Quantum Computation Research,https://github.com/qulacs/qulacs,https://github.com/qulacs/qulacs/blob/master/README.md
qulacs,qulacs,Variational Quantum Circuit Simulator for Quantum Computation Research,https://github.com/qulacs/qulacs,https://github.com/qulacs/qulacs/blob/master/README_MPI.md
Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project,microsoft,"This repository hosts the Reference Guide for Quantum Computing, a Microsoft Garage project",https://github.com/microsoft/Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project,https://github.com/microsoft/Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project/blob/main/README.md
Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project,microsoft,"This repository hosts the Reference Guide for Quantum Computing, a Microsoft Garage project",https://github.com/microsoft/Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project,https://github.com/microsoft/Reference-Guide-For-Quantum-Computing-A-Microsoft-Garage-Project/blob/master/README.md
Quantum-Nox-Firefox-Dark-Full-Theme,Izheil,A customizable full dark theme for Firefox. You can also add extra functions using the CSS and JS files here apart from the theme.,https://github.com/Izheil/Quantum-Nox-Firefox-Dark-Full-Theme,https://github.com/Izheil/Quantum-Nox-Firefox-Dark-Full-Theme/blob/master/README.md
cuda-quantum,NVIDIA,C++ and Python support for the CUDA Quantum programming model for heterogeneous quantum-classical workflows,https://github.com/NVIDIA/cuda-quantum,https://github.com/NVIDIA/cuda-quantum/blob/main/README.md
cuda-quantum,NVIDIA,C++ and Python support for the CUDA Quantum programming model for heterogeneous quantum-classical workflows,https://github.com/NVIDIA/cuda-quantum,https://github.com/NVIDIA/cuda-quantum/blob/master/README.md
dwave-ocean-sdk,dwavesystems,Installer for D-Wave's Ocean tools,https://github.com/dwavesystems/dwave-ocean-sdk,https://github.com/dwavesystems/dwave-ocean-sdk/blob/master/README.rst
monthly-challenges,qosf,Repository containing monthly challenges in the field of quantum computing.,https://github.com/qosf/monthly-challenges,https://github.com/qosf/monthly-challenges/blob/main/README.md
monthly-challenges,qosf,Repository containing monthly challenges in the field of quantum computing.,https://github.com/qosf/monthly-challenges,https://github.com/qosf/monthly-challenges/blob/master/README.md
QuEST,QuEST-Kit,"A multithreaded, distributed, GPU-accelerated simulator of quantum computers",https://github.com/QuEST-Kit/QuEST,https://github.com/QuEST-Kit/QuEST/blob/master/README.md
qaqarot,Qaqarot,Quantum Computer Library for Everyone,https://github.com/Qaqarot/qaqarot,https://github.com/Qaqarot/qaqarot/blob/master/README.md
pyzx,Quantomatic,Python library for quantum circuit rewriting and optimisation using the ZX-calculus,https://github.com/Quantomatic/pyzx,https://github.com/Quantomatic/pyzx/blob/master/readme.md
qsharp,microsoft,"Azure Quantum Development Kit, including the Q# programming language, resource estimator, and Quantum Katas",https://github.com/microsoft/qsharp,https://github.com/microsoft/qsharp/blob/main/README.md
qsharp,microsoft,"Azure Quantum Development Kit, including the Q# programming language, resource estimator, and Quantum Katas",https://github.com/microsoft/qsharp,https://github.com/microsoft/qsharp/blob/master/README.md
tequila,tequilahub,A High-Level Abstraction Framework for Quantum Algorithms,https://github.com/tequilahub/tequila,https://github.com/tequilahub/tequila/blob/master/README.md
QuantumultX,Sliverkiss,Collection of Scripts written for QuantumultX iOS App,https://github.com/Sliverkiss/QuantumultX,https://github.com/Sliverkiss/QuantumultX/blob/main/README.md
QuantumultX,Sliverkiss,Collection of Scripts written for QuantumultX iOS App,https://github.com/Sliverkiss/QuantumultX,https://github.com/Sliverkiss/QuantumultX/blob/master/README.md
quantum-game,stared,Quantum Game (old version) - a puzzle game with real quantum mechanics in a browser,https://github.com/stared/quantum-game,https://github.com/stared/quantum-game/blob/master/README.md
mitiq,unitaryfund,Mitiq is an open source toolkit for implementing error mitigation techniques on most current intermediate-scale quantum computers.,https://github.com/unitaryfund/mitiq,https://github.com/unitaryfund/mitiq/blob/main/README.md
mitiq,unitaryfund,Mitiq is an open source toolkit for implementing error mitigation techniques on most current intermediate-scale quantum computers.,https://github.com/unitaryfund/mitiq,https://github.com/unitaryfund/mitiq/blob/master/README.md
q.js,stewdio,Quantum computing in your browser.,https://github.com/stewdio/q.js,https://github.com/stewdio/q.js/blob/master/README.md
quantum,atilafassina,"Tauri + Solid add support for Android and iOS on top of desktop builds (linux, mac, windows).",https://github.com/atilafassina/quantum,https://github.com/atilafassina/quantum/blob/main/README.md
quantum,atilafassina,"Tauri + Solid add support for Android and iOS on top of desktop builds (linux, mac, windows).",https://github.com/atilafassina/quantum,https://github.com/atilafassina/quantum/blob/master/README.md
pytket-docs,CQCL,User manual and example notebooks for the pytket quantum SDK,https://github.com/CQCL/pytket-docs,https://github.com/CQCL/pytket-docs/blob/main/README.md
pytket-docs,CQCL,User manual and example notebooks for the pytket quantum SDK,https://github.com/CQCL/pytket-docs,https://github.com/CQCL/pytket-docs/blob/master/README.md
deepqmc,deepqmc,Deep learning quantum Monte Carlo for electrons in real space,https://github.com/deepqmc/deepqmc,https://github.com/deepqmc/deepqmc/blob/master/README.md
polarization,BoltzmannEntropy,"A group for computer scientists and physicists with aspirations of becoming quantum scientists. Quantum computing, jobs, books and graduate school are amongst the topics covered.",https://github.com/BoltzmannEntropy/polarization,https://github.com/BoltzmannEntropy/polarization/blob/main/README.md
polarization,BoltzmannEntropy,"A group for computer scientists and physicists with aspirations of becoming quantum scientists. Quantum computing, jobs, books and graduate school are amongst the topics covered.",https://github.com/BoltzmannEntropy/polarization,https://github.com/BoltzmannEntropy/polarization/blob/master/README.md
cuQuantum,NVIDIA,Home for cuQuantum Python & NVIDIA cuQuantum SDK C++ samples,https://github.com/NVIDIA/cuQuantum,https://github.com/NVIDIA/cuQuantum/blob/main/README.md
cuQuantum,NVIDIA,Home for cuQuantum Python & NVIDIA cuQuantum SDK C++ samples,https://github.com/NVIDIA/cuQuantum,https://github.com/NVIDIA/cuQuantum/blob/master/README.md
PQCrypto-SIDH,microsoft,"SIDH Library is a fast and portable software library that implements state-of-the-art supersingular isogeny cryptographic schemes. The chosen parameters aim to provide security against attackers running a large-scale quantum computer, and security against classical algorithms.",https://github.com/microsoft/PQCrypto-SIDH,https://github.com/microsoft/PQCrypto-SIDH/blob/master/README.md
PQCrypto-VPN,microsoft,Post-quantum Cryptography VPN,https://github.com/microsoft/PQCrypto-VPN,https://github.com/microsoft/PQCrypto-VPN/blob/main/README.md
PQCrypto-VPN,microsoft,Post-quantum Cryptography VPN,https://github.com/microsoft/PQCrypto-VPN,https://github.com/microsoft/PQCrypto-VPN/blob/master/README.md
QuantumultX,songyangzz,qx script,https://github.com/songyangzz/QuantumultX,https://github.com/songyangzz/QuantumultX/blob/master/README.md
Roadmap-to-QML,Christophe-pere,"This repository will contain the major papers, books and blog posts on QML ",https://github.com/Christophe-pere/Roadmap-to-QML,https://github.com/Christophe-pere/Roadmap-to-QML/blob/main/README.md
Roadmap-to-QML,Christophe-pere,"This repository will contain the major papers, books and blog posts on QML ",https://github.com/Christophe-pere/Roadmap-to-QML,https://github.com/Christophe-pere/Roadmap-to-QML/blob/master/README.md
QuantumultX,weiyesing,自用圈叉配置,https://github.com/weiyesing/QuantumultX,https://github.com/weiyesing/QuantumultX/blob/main/README.md
QuantumultX,weiyesing,自用圈叉配置,https://github.com/weiyesing/QuantumultX,https://github.com/weiyesing/QuantumultX/blob/master/README.md
quantum-neural-networks,XanaduAI," This repository contains the source code used to produce the results presented in the paper ""Continuous-variable quantum neural networks"". Due to subsequent interface upgrades, these scripts will work only with Strawberry Fields version <= 0.10.0.",https://github.com/XanaduAI/quantum-neural-networks,https://github.com/XanaduAI/quantum-neural-networks/blob/master/README.md
qsharp-runtime,microsoft,Runtime components for Q#,https://github.com/microsoft/qsharp-runtime,https://github.com/microsoft/qsharp-runtime/blob/main/README.md
qsharp-runtime,microsoft,Runtime components for Q#,https://github.com/microsoft/qsharp-runtime,https://github.com/microsoft/qsharp-runtime/blob/master/README.md
amazon-braket-sdk-python,amazon-braket,A Python SDK for interacting with quantum devices on Amazon Braket,https://github.com/amazon-braket/amazon-braket-sdk-python,https://github.com/amazon-braket/amazon-braket-sdk-python/blob/main/README.md
amazon-braket-sdk-python,amazon-braket,A Python SDK for interacting with quantum devices on Amazon Braket,https://github.com/amazon-braket/amazon-braket-sdk-python,https://github.com/amazon-braket/amazon-braket-sdk-python/blob/master/README.md
Quantumult-X,Semporia,"Bubble icon、Filter、Rewrite、Scripts ;  �：Scripts and icons are suitable for Quantumult X,Surge, Loon",https://github.com/Semporia/Quantumult-X,https://github.com/Semporia/Quantumult-X/blob/master/README.md
qmcpack,QMCPACK,"Main repository for QMCPACK, an open-source production level many-body ab initio Quantum Monte Carlo code for computing the electronic structure of atoms, molecules, and solids with full performance portable GPU support",https://github.com/QMCPACK/qmcpack,https://github.com/QMCPACK/qmcpack/blob/main/README.md
qmcpack,QMCPACK,"Main repository for QMCPACK, an open-source production level many-body ab initio Quantum Monte Carlo code for computing the electronic structure of atoms, molecules, and solids with full performance portable GPU support",https://github.com/QMCPACK/qmcpack,https://github.com/QMCPACK/qmcpack/blob/master/README.md
qiskit-nature,qiskit-community,"Qiskit Nature is an open-source, quantum computing, framework for solving quantum mechanical natural science problems.",https://github.com/qiskit-community/qiskit-nature,https://github.com/qiskit-community/qiskit-nature/blob/main/README.md
qiskit-nature,qiskit-community,"Qiskit Nature is an open-source, quantum computing, framework for solving quantum mechanical natural science problems.",https://github.com/qiskit-community/qiskit-nature,https://github.com/qiskit-community/qiskit-nature/blob/master/README.md
